185.65.132.105 1197 udp se9.mullvad.net se aes256
193.138.219.227 1194 udp se10.mullvad.net se bf128
193.138.219.227 1195 udp se10.mullvad.net se bf128
193.138.219.227 1196 udp se10.mullvad.net se bf128
193.138.219.227 80 tcp se10.mullvad.net se bf128
193.138.219.227 443 tcp se10.mullvad.net se bf128
193.138.219.227 1300 udp se10.mullvad.net se aes256
193.138.219.227 1301 udp se10.mullvad.net se aes256
193.138.219.227 1301 udp se10.mullvad.net se aes256
193.138.219.227 1302 udp se10.mullvad.net se aes256
193.138.219.227 1302 udp se10.mullvad.net se aes256
193.138.219.227 1197 udp se10.mullvad.net se aes256
193.138.219.227 1197 udp se10.mullvad.net se aes256
193.138.219.227 1301 udp se10.mullvad.net se aes256
193.138.219.227 1301 udp se10.mullvad.net se aes256
193.138.219.227 1302 udp se10.mullvad.net se aes256
193.138.219.227 1302 udp se10.mullvad.net se aes256
193.138.219.227 1197 udp se10.mullvad.net se aes256
193.138.219.227 1197 udp se10.mullvad.net se aes256
193.138.219.229 1194 udp se11.mullvad.net se bf128
193.138.219.229 1195 udp se11.mullvad.net se bf128
193.138.219.229 1196 udp se11.mullvad.net se bf128
193.138.219.229 80 tcp se11.mullvad.net se bf128
193.138.219.229 443 tcp se11.mullvad.net se bf128
193.138.219.229 1300 udp se11.mullvad.net se aes256
193.138.219.229 1301 udp se11.mullvad.net se aes256
193.138.219.229 1301 udp se11.mullvad.net se aes256
193.138.219.229 1302 udp se11.mullvad.net se aes256
193.138.219.229 1302 udp se11.mullvad.net se aes256
193.138.219.229 1197 udp se11.mullvad.net se aes256
193.138.219.229 1197 udp se11.mullvad.net se aes256
193.138.219.229 1301 udp se11.mullvad.net se aes256
193.138.219.229 1301 udp se11.mullvad.net se aes256
193.138.219.229 1302 udp se11.mullvad.net se aes256
193.138.219.229 1302 udp se11.mullvad.net se aes256
193.138.219.229 1197 udp se11.mullvad.net se aes256
193.138.219.229 1197 udp se11.mullvad.net se aes256
193.138.219.243 1194 udp se12.mullvad.net se bf128
193.138.219.243 1195 udp se12.mullvad.net se bf128
193.138.219.243 1196 udp se12.mullvad.net se bf128
193.138.219.243 80 tcp se12.mullvad.net se bf128
193.138.219.243 443 tcp se12.mullvad.net se bf128
193.138.219.243 1300 udp se12.mullvad.net se aes256
193.138.219.243 1301 udp se12.mullvad.net se aes256
193.138.219.243 1301 udp se12.mullvad.net se aes256
193.138.219.243 1302 udp se12.mullvad.net se aes256
193.138.219.243 1302 udp se12.mullvad.net se aes256
193.138.219.243 1197 udp se12.mullvad.net se aes256
193.138.219.243 1197 udp se12.mullvad.net se aes256
193.138.219.243 1301 udp se12.mullvad.net se aes256
193.138.219.243 1301 udp se12.mullvad.net se aes256
193.138.219.243 1302 udp se12.mullvad.net se aes256
193.138.219.243 1302 udp se12.mullvad.net se aes256
193.138.219.243 1197 udp se12.mullvad.net se aes256
193.138.219.243 1197 udp se12.mullvad.net se aes256
185.65.132.112 1194 udp se13.mullvad.net se bf128
185.65.132.112 1195 udp se13.mullvad.net se bf128
185.65.132.112 1196 udp se13.mullvad.net se bf128
185.65.132.112 80 tcp se13.mullvad.net se bf128
185.65.132.112 443 tcp se13.mullvad.net se bf128
185.65.132.112 1300 udp se13.mullvad.net se aes256
185.65.132.112 1301 udp se13.mullvad.net se aes256
